Datum,FinanceGroep,Budget
3/9/2023,Accommodatie,25
3/9/2023,Scholen alleen entree,0
3/9/2023,Evenementen Scholen,0
3/9/2023,Evenementen met entree,0
3/9/2023,Groepen,0
3/9/2023,Gratis/ <3,53
3/9/2023,Abonnement,400
3/10/2023,Vol betalend,106
3/10/2023,Actie,216
3/10/2023,Accommodatie,25
3/10/2023,Scholen alleen entree,0
3/10/2023,Evenementen Scholen,0
3/10/2023,Evenementen met entree,0
3/10/2023,Groepen,0
3/10/2023,Gratis/ <3,53
3/10/2023,Abonnement,400
3/11/2023,Vol betalend,753
3/11/2023,Actie,1923
3/11/2023,Accommodatie,49
3/11/2023,Scholen alleen entree,0
3/11/2023,Evenementen Scholen,0
3/11/2023,Evenementen met entree,10
3/11/2023,Groepen,0
3/11/2023,Gratis/ <3,225
3/11/2023,Abonnement,540
3/12/2023,Vol betalend,953
3/12/2023,Actie,2053
3/12/2023,Accommodatie,55
3/12/2023,Scholen alleen entree,0
3/12/2023,Evenementen Scholen,0
3/12/2023,Evenementen met entree,24
3/12/2023,Groepen,0
3/12/2023,Gratis/ <3,225
3/12/2023,Abonnement,690
3/13/2023,Vol betalend,106
3/13/2023,Actie,216
3/13/2023,Accommodatie,25
3/13/2023,Scholen alleen entree,0
3/13/2023,Evenementen Scholen,0
3/13/2023,Evenementen met entree,0
3/13/2023,Groepen,0
3/13/2023,Gratis/ <3,53
3/13/2023,Abonnement,400
3/14/2023,Vol betalend,106
3/14/2023,Actie,216
3/14/2023,Accommodatie,25
3/14/2023,Scholen alleen entree,0
3/14/2023,Evenementen Scholen,0
3/14/2023,Evenementen met entree,0
3/14/2023,Groepen,0
3/14/2023,Gratis/ <3,53
3/14/2023,Abonnement,400
3/15/2023,Vol betalend,106
3/15/2023,Actie,216
3/15/2023,Accommodatie,25
3/15/2023,Scholen alleen entree,0
3/15/2023,Evenementen Scholen,0
3/15/2023,Evenementen met entree,0
3/15/2023,Groepen,0
3/15/2023,Gratis/ <3,53
3/15/2023,Abonnement,400
3/16/2023,Vol betalend,106
3/16/2023,Actie,216
3/16/2023,Accommodatie,25
3/16/2023,Scholen alleen entree,0
3/16/2023,Evenementen Scholen,0
3/16/2023,Evenementen met entree,0
3/16/2023,Groepen,0
3/16/2023,Gratis/ <3,53
3/16/2023,Abonnement,400
3/17/2023,Vol betalend,106
3/17/2023,Actie,216
3/17/2023,Accommodatie,25
3/17/2023,Scholen alleen entree,0
3/17/2023,Evenementen Scholen,0
3/17/2023,Evenementen met entree,0
3/17/2023,Groepen,0
3/17/2023,Gratis/ <3,53
3/17/2023,Abonnement,400
3/18/2023,Vol betalend,753
3/18/2023,Actie,1923
3/18/2023,Accommodatie,49
3/18/2023,Scholen alleen entree,0
3/18/2023,Evenementen Scholen,0
3/18/2023,Evenementen met entree,10
3/18/2023,Groepen,0
3/18/2023,Gratis/ <3,225
3/18/2023,Abonnement,540
3/19/2023,Vol betalend,953
3/19/2023,Actie,2053
3/19/2023,Accommodatie,55
3/19/2023,Scholen alleen entree,0
3/19/2023,Evenementen Scholen,0
3/19/2023,Evenementen met entree,24
3/19/2023,Groepen,0
3/19/2023,Gratis/ <3,225
3/19/2023,Abonnement,690
3/20/2023,Vol betalend,106
3/20/2023,Actie,216
3/20/2023,Accommodatie,25
3/20/2023,Scholen alleen entree,0
3/20/2023,Evenementen Scholen,0
3/20/2023,Evenementen met entree,0
3/20/2023,Groepen,0
3/20/2023,Gratis/ <3,53
3/20/2023,Abonnement,400
3/21/2023,Vol betalend,106
3/21/2023,Actie,216
3/21/2023,Accommodatie,25
3/21/2023,Scholen alleen entree,0
3/21/2023,Evenementen Scholen,0
3/21/2023,Evenementen met entree,0
3/21/2023,Groepen,0
3/21/2023,Gratis/ <3,53
3/21/2023,Abonnement,400
3/22/2023,Vol betalend,106
3/22/2023,Actie,216
3/22/2023,Accommodatie,25
3/22/2023,Scholen alleen entree,0
3/22/2023,Evenementen Scholen,0
3/22/2023,Evenementen met entree,0
3/22/2023,Groepen,0
3/22/2023,Gratis/ <3,53
3/22/2023,Abonnement,400
3/23/2023,Vol betalend,106
3/23/2023,Actie,216
3/23/2023,Accommodatie,25
3/23/2023,Scholen alleen entree,0
3/23/2023,Evenementen Scholen,0
3/23/2023,Evenementen met entree,0
3/23/2023,Groepen,0
3/23/2023,Gratis/ <3,53
3/23/2023,Abonnement,400
3/24/2023,Vol betalend,106
3/24/2023,Actie,216
3/24/2023,Accommodatie,25
3/24/2023,Scholen alleen entree,0
3/24/2023,Evenementen Scholen,0
3/24/2023,Evenementen met entree,0
3/24/2023,Groepen,0
3/24/2023,Gratis/ <3,53
3/24/2023,Abonnement,400
3/25/2023,Vol betalend,753
3/25/2023,Actie,1923
3/25/2023,Accommodatie,49
3/25/2023,Scholen alleen entree,0
3/25/2023,Evenementen Scholen,0
3/25/2023,Evenementen met entree,10
3/25/2023,Groepen,0
3/25/2023,Gratis/ <3,225
3/25/2023,Abonnement,540
3/26/2023,Vol betalend,953
3/26/2023,Actie,2053
3/26/2023,Accommodatie,55
3/26/2023,Scholen alleen entree,0
3/26/2023,Evenementen Scholen,0
3/26/2023,Evenementen met entree,24
3/26/2023,Groepen,0
3/26/2023,Gratis/ <3,225
3/26/2023,Abonnement,690
3/27/2023,Vol betalend,270
3/27/2023,Actie,273
3/27/2023,Accommodatie,37
3/27/2023,Scholen alleen entree,330
3/27/2023,Evenementen Scholen,0
3/27/2023,Evenementen met entree,0
3/27/2023,Groepen,0
3/27/2023,Gratis/ <3,140
3/27/2023,Abonnement,400
3/28/2023,Vol betalend,270
3/28/2023,Actie,273
3/28/2023,Accommodatie,37
3/28/2023,Scholen alleen entree,330
3/28/2023,Evenementen Scholen,0
3/28/2023,Evenementen met entree,0
3/28/2023,Groepen,0
3/28/2023,Gratis/ <3,140
3/28/2023,Abonnement,400
3/29/2023,Vol betalend,270
3/29/2023,Actie,273
3/29/2023,Accommodatie,37
3/29/2023,Scholen alleen entree,330
3/29/2023,Evenementen Scholen,0
3/29/2023,Evenementen met entree,0
3/29/2023,Groepen,0
3/29/2023,Gratis/ <3,140
3/29/2023,Abonnement,400
3/30/2023,Vol betalend,270
3/30/2023,Actie,273
3/30/2023,Accommodatie,37
3/30/2023,Scholen alleen entree,330
3/30/2023,Evenementen Scholen,0
3/30/2023,Evenementen met entree,0
3/30/2023,Groepen,0
3/30/2023,Gratis/ <3,140
3/30/2023,Abonnement,400
3/31/2023,Vol betalend,270
3/31/2023,Actie,273
3/31/2023,Accommodatie,37
3/31/2023,Scholen alleen entree,330
3/31/2023,Evenementen Scholen,0
3/31/2023,Evenementen met entree,0
3/31/2023,Groepen,0
3/31/2023,Gratis/ <3,140
3/31/2023,Abonnement,400
4/1/2023,Vol betalend,753
4/1/2023,Actie,1923
4/1/2023,Accommodatie,49
4/1/2023,Scholen alleen entree,0
4/1/2023,Evenementen Scholen,0
4/1/2023,Evenementen met entree,10
4/1/2023,Groepen,0
4/1/2023,Gratis/ <3,225
4/1/2023,Abonnement,540
4/2/2023,Vol betalend,953
4/2/2023,Actie,2053
4/2/2023,Accommodatie,55
4/2/2023,Scholen alleen entree,0
4/2/2023,Evenementen Scholen,0
4/2/2023,Evenementen met entree,24
4/2/2023,Groepen,0
4/2/2023,Gratis/ <3,225
4/2/2023,Abonnement,690
4/3/2023,Vol betalend,270
4/3/2023,Actie,273
4/3/2023,Accommodatie,37
4/3/2023,Scholen alleen entree,330
4/3/2023,Evenementen Scholen,0
4/3/2023,Evenementen met entree,0
4/3/2023,Groepen,0
4/3/2023,Gratis/ <3,140
4/3/2023,Abonnement,400
4/4/2023,Vol betalend,270
4/4/2023,Actie,273
4/4/2023,Accommodatie,37
4/4/2023,Scholen alleen entree,330
4/4/2023,Evenementen Scholen,0
4/4/2023,Evenementen met entree,0
4/4/2023,Groepen,0
4/4/2023,Gratis/ <3,140
4/4/2023,Abonnement,400
4/5/2023,Vol betalend,270
4/5/2023,Actie,273
4/5/2023,Accommodatie,37
4/5/2023,Scholen alleen entree,330
4/5/2023,Evenementen Scholen,0
4/5/2023,Evenementen met entree,0
4/5/2023,Groepen,0
4/5/2023,Gratis/ <3,140
4/5/2023,Abonnement,400
4/6/2023,Vol betalend,270
4/6/2023,Actie,273
4/6/2023,Accommodatie,37
4/6/2023,Scholen alleen entree,330
4/6/2023,Evenementen Scholen,0
4/6/2023,Evenementen met entree,0
4/6/2023,Groepen,0
4/6/2023,Gratis/ <3,140
4/6/2023,Abonnement,400
4/7/2023,Vol betalend,1100
4/7/2023,Actie,2140
4/7/2023,Accommodatie,160
4/7/2023,Scholen alleen entree,0
4/7/2023,Evenementen Scholen,0
4/7/2023,Evenementen met entree,0
4/7/2023,Groepen,0
4/7/2023,Gratis/ <3,400
4/7/2023,Abonnement,1200
4/8/2023,Vol betalend,1100
4/8/2023,Actie,2140
4/8/2023,Accommodatie,160
4/8/2023,Scholen alleen entree,0
4/8/2023,Evenementen Scholen,0
4/8/2023,Evenementen met entree,0
4/8/2023,Groepen,0
4/8/2023,Gratis/ <3,400
4/8/2023,Abonnement,1200
4/9/2023,Vol betalend,1440
4/9/2023,Actie,2500
4/9/2023,Accommodatie,160
4/9/2023,Scholen alleen entree,0
4/9/2023,Evenementen Scholen,0
4/9/2023,Evenementen met entree,0
4/9/2023,Groepen,0
4/9/2023,Gratis/ <3,400
4/9/2023,Abonnement,1500
4/10/2023,Vol betalend,1440
4/10/2023,Actie,2500
4/10/2023,Accommodatie,160
4/10/2023,Scholen alleen entree,0
4/10/2023,Evenementen Scholen,0
4/10/2023,Evenementen met entree,0
4/10/2023,Groepen,0
4/10/2023,Gratis/ <3,400
4/10/2023,Abonnement,1500
4/11/2023,Vol betalend,270
4/11/2023,Actie,623
4/11/2023,Accommodatie,37
4/11/2023,Scholen alleen entree,330
4/11/2023,Evenementen Scholen,0
4/11/2023,Evenementen met entree,0
4/11/2023,Groepen,0
4/11/2023,Gratis/ <3,140
4/11/2023,Abonnement,350
4/12/2023,Vol betalend,270
4/12/2023,Actie,623
4/12/2023,Accommodatie,37
4/12/2023,Scholen alleen entree,330
4/12/2023,Evenementen Scholen,0
4/12/2023,Evenementen met entree,0
4/12/2023,Groepen,0
4/12/2023,Gratis/ <3,140
4/12/2023,Abonnement,350
4/13/2023,Vol betalend,270
4/13/2023,Actie,623
4/13/2023,Accommodatie,37
4/13/2023,Scholen alleen entree,330
4/13/2023,Evenementen Scholen,0
4/13/2023,Evenementen met entree,0
4/13/2023,Groepen,0
4/13/2023,Gratis/ <3,140
4/13/2023,Abonnement,350
4/14/2023,Vol betalend,270
4/14/2023,Actie,623
4/14/2023,Accommodatie,37
4/14/2023,Scholen alleen entree,330
4/14/2023,Evenementen Scholen,0
4/14/2023,Evenementen met entree,0
4/14/2023,Groepen,0
4/14/2023,Gratis/ <3,140
4/14/2023,Abonnement,350
4/15/2023,Vol betalend,753
4/15/2023,Actie,1623
4/15/2023,Accommodatie,49
4/15/2023,Scholen alleen entree,0
4/15/2023,Evenementen Scholen,0
4/15/2023,Evenementen met entree,10
4/15/2023,Groepen,0
4/15/2023,Gratis/ <3,225
4/15/2023,Abonnement,840
4/16/2023,Vol betalend,953
4/16/2023,Actie,1753
4/16/2023,Accommodatie,55
4/16/2023,Scholen alleen entree,0
4/16/2023,Evenementen Scholen,0
4/16/2023,Evenementen met entree,24
4/16/2023,Groepen,0
4/16/2023,Gratis/ <3,225
4/16/2023,Abonnement,990
4/17/2023,Vol betalend,270
4/17/2023,Actie,623
4/17/2023,Accommodatie,37
4/17/2023,Scholen alleen entree,330
4/17/2023,Evenementen Scholen,0
4/17/2023,Evenementen met entree,0
4/17/2023,Groepen,0
4/17/2023,Gratis/ <3,140
4/17/2023,Abonnement,350
4/18/2023,Vol betalend,270
4/18/2023,Actie,623
4/18/2023,Accommodatie,37
4/18/2023,Scholen alleen entree,330
4/18/2023,Evenementen Scholen,0
4/18/2023,Evenementen met entree,0
4/18/2023,Groepen,0
4/18/2023,Gratis/ <3,140
4/18/2023,Abonnement,350
4/19/2023,Vol betalend,270
4/19/2023,Actie,623
4/19/2023,Accommodatie,37
4/19/2023,Scholen alleen entree,330
4/19/2023,Evenementen Scholen,0
4/19/2023,Evenementen met entree,0
4/19/2023,Groepen,0
4/19/2023,Gratis/ <3,140
4/19/2023,Abonnement,350
4/20/2023,Vol betalend,270
4/20/2023,Actie,623
4/20/2023,Accommodatie,37
4/20/2023,Scholen alleen entree,330
4/20/2023,Evenementen Scholen,0
4/20/2023,Evenementen met entree,0
4/20/2023,Groepen,0
4/20/2023,Gratis/ <3,140
4/20/2023,Abonnement,350
4/21/2023,Vol betalend,270
4/21/2023,Actie,623
4/21/2023,Accommodatie,37
4/21/2023,Scholen alleen entree,330
4/21/2023,Evenementen Scholen,0
4/21/2023,Evenementen met entree,0
4/21/2023,Groepen,0
4/21/2023,Gratis/ <3,140
4/21/2023,Abonnement,350
4/22/2023,Vol betalend,753
4/22/2023,Actie,1623
4/22/2023,Accommodatie,49
4/22/2023,Scholen alleen entree,0
4/22/2023,Evenementen Scholen,0
4/22/2023,Evenementen met entree,10
4/22/2023,Groepen,0
4/22/2023,Gratis/ <3,225
4/22/2023,Abonnement,840
4/23/2023,Vol betalend,953
4/23/2023,Actie,1753
4/23/2023,Accommodatie,55
4/23/2023,Scholen alleen entree,0
4/23/2023,Evenementen Scholen,0
4/23/2023,Evenementen met entree,24
4/23/2023,Groepen,0
4/23/2023,Gratis/ <3,225
4/23/2023,Abonnement,990
4/24/2023,Vol betalend,670
4/24/2023,Actie,1200
4/24/2023,Accommodatie,100
4/24/2023,Scholen alleen entree,0
4/24/2023,Evenementen Scholen,0
4/24/2023,Evenementen met entree,0
4/24/2023,Groepen,0
4/24/2023,Gratis/ <3,180
4/24/2023,Abonnement,850
4/25/2023,Vol betalend,670
4/25/2023,Actie,1200
4/25/2023,Accommodatie,100
4/25/2023,Scholen alleen entree,0
4/25/2023,Evenementen Scholen,0
4/25/2023,Evenementen met entree,0
4/25/2023,Groepen,0
4/25/2023,Gratis/ <3,180
4/25/2023,Abonnement,850
4/26/2023,Vol betalend,670
4/26/2023,Actie,1200
4/26/2023,Accommodatie,100
4/26/2023,Scholen alleen entree,0
4/26/2023,Evenementen Scholen,0
4/26/2023,Evenementen met entree,0
4/26/2023,Groepen,0
4/26/2023,Gratis/ <3,180
4/26/2023,Abonnement,850
4/27/2023,Vol betalend,670
4/27/2023,Actie,1200
4/27/2023,Accommodatie,100
4/27/2023,Scholen alleen entree,0
4/27/2023,Evenementen Scholen,0
4/27/2023,Evenementen met entree,0
4/27/2023,Groepen,0
4/27/2023,Gratis/ <3,180
4/27/2023,Abonnement,850
4/28/2023,Vol betalend,600
4/28/2023,Actie,960
4/28/2023,Accommodatie,100
4/28/2023,Scholen alleen entree,0
4/28/2023,Evenementen Scholen,0
4/28/2023,Evenementen met entree,0
4/28/2023,Groepen,0
4/28/2023,Gratis/ <3,140
4/28/2023,Abonnement,700
4/29/2023,Vol betalend,1350
4/29/2023,Actie,1745
4/29/2023,Accommodatie,160
4/29/2023,Scholen alleen entree,0
4/29/2023,Evenementen Scholen,0
4/29/2023,Evenementen met entree,0
4/29/2023,Groepen,0
4/29/2023,Gratis/ <3,245
4/29/2023,Abonnement,1000
4/30/2023,Vol betalend,1350
4/30/2023,Actie,1745
4/30/2023,Accommodatie,160
4/30/2023,Scholen alleen entree,0
4/30/2023,Evenementen Scholen,0
4/30/2023,Evenementen met entree,0
4/30/2023,Groepen,0
4/30/2023,Gratis/ <3,245
4/30/2023,Abonnement,1000
5/1/2023,Vol betalend,1350
5/1/2023,Actie,1745
5/1/2023,Accommodatie,160
5/1/2023,Scholen alleen entree,0
5/1/2023,Evenementen Scholen,0
5/1/2023,Evenementen met entree,0
5/1/2023,Groepen,0
5/1/2023,Gratis/ <3,245
5/1/2023,Abonnement,1000
5/2/2023,Vol betalend,1350
5/2/2023,Actie,1745
5/2/2023,Accommodatie,160
5/2/2023,Scholen alleen entree,0
5/2/2023,Evenementen Scholen,0
5/2/2023,Evenementen met entree,0
5/2/2023,Groepen,0
5/2/2023,Gratis/ <3,245
5/2/2023,Abonnement,1000
5/3/2023,Vol betalend,1350
5/3/2023,Actie,1745
5/3/2023,Accommodatie,160
5/3/2023,Scholen alleen entree,0
5/3/2023,Evenementen Scholen,0
5/3/2023,Evenementen met entree,0
5/3/2023,Groepen,0
5/3/2023,Gratis/ <3,245
5/3/2023,Abonnement,1000
5/4/2023,Vol betalend,1350
5/4/2023,Actie,1745
5/4/2023,Accommodatie,160
5/4/2023,Scholen alleen entree,0
5/4/2023,Evenementen Scholen,0
5/4/2023,Evenementen met entree,0
5/4/2023,Groepen,0
5/4/2023,Gratis/ <3,245
5/4/2023,Abonnement,1000
5/5/2023,Vol betalend,1350
5/5/2023,Actie,1745
5/5/2023,Accommodatie,160
5/5/2023,Scholen alleen entree,0
5/5/2023,Evenementen Scholen,0
5/5/2023,Evenementen met entree,0
5/5/2023,Groepen,0
5/5/2023,Gratis/ <3,245
5/5/2023,Abonnement,1000
5/6/2023,Vol betalend,1350
5/6/2023,Actie,1745
5/6/2023,Accommodatie,160
5/6/2023,Scholen alleen entree,0
5/6/2023,Evenementen Scholen,0
5/6/2023,Evenementen met entree,0
5/6/2023,Groepen,0
5/6/2023,Gratis/ <3,245
5/6/2023,Abonnement,1000
5/7/2023,Vol betalend,1350
5/7/2023,Actie,1745
5/7/2023,Accommodatie,160
5/7/2023,Scholen alleen entree,0
5/7/2023,Evenementen Scholen,0
5/7/2023,Evenementen met entree,0
5/7/2023,Groepen,0
5/7/2023,Gratis/ <3,245
5/7/2023,Abonnement,1000
5/8/2023,Vol betalend,150
5/8/2023,Actie,293
5/8/2023,Accommodatie,37
5/8/2023,Scholen alleen entree,330
5/8/2023,Evenementen Scholen,0
5/8/2023,Evenementen met entree,0
5/8/2023,Groepen,0
5/8/2023,Gratis/ <3,140
5/8/2023,Abonnement,400
5/9/2023,Vol betalend,150
5/9/2023,Actie,293
5/9/2023,Accommodatie,37
5/9/2023,Scholen alleen entree,330
5/9/2023,Evenementen Scholen,0
5/9/2023,Evenementen met entree,0
5/9/2023,Groepen,0
5/9/2023,Gratis/ <3,140
5/9/2023,Abonnement,400
5/10/2023,Vol betalend,150
5/10/2023,Actie,293
5/10/2023,Accommodatie,37
5/10/2023,Scholen alleen entree,330
5/10/2023,Evenementen Scholen,0
5/10/2023,Evenementen met entree,0
5/10/2023,Groepen,0
5/10/2023,Gratis/ <3,140
5/10/2023,Abonnement,400
5/11/2023,Vol betalend,150
5/11/2023,Actie,293
5/11/2023,Accommodatie,37
5/11/2023,Scholen alleen entree,330
5/11/2023,Evenementen Scholen,0
5/11/2023,Evenementen met entree,0
5/11/2023,Groepen,0
5/11/2023,Gratis/ <3,140
5/11/2023,Abonnement,400
5/12/2023,Vol betalend,150
5/12/2023,Actie,293
5/12/2023,Accommodatie,37
5/12/2023,Scholen alleen entree,330
5/12/2023,Evenementen Scholen,0
5/12/2023,Evenementen met entree,0
5/12/2023,Groepen,0
5/12/2023,Gratis/ <3,140
5/12/2023,Abonnement,400
5/13/2023,Vol betalend,753
5/13/2023,Actie,1623
5/13/2023,Accommodatie,49
5/13/2023,Scholen alleen entree,0
5/13/2023,Evenementen Scholen,0
5/13/2023,Evenementen met entree,10
5/13/2023,Groepen,0
5/13/2023,Gratis/ <3,225
5/13/2023,Abonnement,840
5/14/2023,Vol betalend,1400
5/14/2023,Actie,1605
5/14/2023,Accommodatie,100
5/14/2023,Scholen alleen entree,0
5/14/2023,Evenementen Scholen,0
5/14/2023,Evenementen met entree,0
5/14/2023,Groepen,0
5/14/2023,Gratis/ <3,245
5/14/2023,Abonnement,650
5/15/2023,Vol betalend,150
5/15/2023,Actie,293
5/15/2023,Accommodatie,37
5/15/2023,Scholen alleen entree,330
5/15/2023,Evenementen Scholen,0
5/15/2023,Evenementen met entree,0
5/15/2023,Groepen,0
5/15/2023,Gratis/ <3,140
5/15/2023,Abonnement,400
5/16/2023,Vol betalend,150
5/16/2023,Actie,293
5/16/2023,Accommodatie,37
5/16/2023,Scholen alleen entree,330
5/16/2023,Evenementen Scholen,0
5/16/2023,Evenementen met entree,0
5/16/2023,Groepen,0
5/16/2023,Gratis/ <3,140
5/16/2023,Abonnement,400
5/17/2023,Vol betalend,150
5/17/2023,Actie,293
5/17/2023,Accommodatie,37
5/17/2023,Scholen alleen entree,330
5/17/2023,Evenementen Scholen,0
5/17/2023,Evenementen met entree,0
5/17/2023,Groepen,0
5/17/2023,Gratis/ <3,140
5/17/2023,Abonnement,400
5/18/2023,Vol betalend,1440
5/18/2023,Actie,2500
5/18/2023,Accommodatie,160
5/18/2023,Scholen alleen entree,0
5/18/2023,Evenementen Scholen,0
5/18/2023,Evenementen met entree,0
5/18/2023,Groepen,0
5/18/2023,Gratis/ <3,400
5/18/2023,Abonnement,1500
5/19/2023,Vol betalend,1440
5/19/2023,Actie,2500
5/19/2023,Accommodatie,160
5/19/2023,Scholen alleen entree,0
5/19/2023,Evenementen Scholen,0
5/19/2023,Evenementen met entree,0
5/19/2023,Groepen,0
5/19/2023,Gratis/ <3,400
5/19/2023,Abonnement,1500
5/20/2023,Vol betalend,1300
5/20/2023,Actie,1805
5/20/2023,Accommodatie,140
5/20/2023,Scholen alleen entree,0
5/20/2023,Evenementen Scholen,0
5/20/2023,Evenementen met entree,0
5/20/2023,Groepen,0
5/20/2023,Gratis/ <3,105
5/20/2023,Abonnement,650
5/21/2023,Vol betalend,1300
5/21/2023,Actie,1805
5/21/2023,Accommodatie,140
5/21/2023,Scholen alleen entree,0
5/21/2023,Evenementen Scholen,0
5/21/2023,Evenementen met entree,0
5/21/2023,Groepen,0
5/21/2023,Gratis/ <3,105
5/21/2023,Abonnement,650
5/22/2023,Vol betalend,270
5/22/2023,Actie,323
5/22/2023,Accommodatie,37
5/22/2023,Scholen alleen entree,330
5/22/2023,Evenementen Scholen,0
5/22/2023,Evenementen met entree,0
5/22/2023,Groepen,0
5/22/2023,Gratis/ <3,140
5/22/2023,Abonnement,400
5/23/2023,Vol betalend,270
5/23/2023,Actie,323
5/23/2023,Accommodatie,37
5/23/2023,Scholen alleen entree,330
5/23/2023,Evenementen Scholen,0
5/23/2023,Evenementen met entree,0
5/23/2023,Groepen,0
5/23/2023,Gratis/ <3,140
5/23/2023,Abonnement,400
5/24/2023,Vol betalend,270
5/24/2023,Actie,323
5/24/2023,Accommodatie,37
5/24/2023,Scholen alleen entree,330
5/24/2023,Evenementen Scholen,0
5/24/2023,Evenementen met entree,0
5/24/2023,Groepen,0
5/24/2023,Gratis/ <3,140
5/24/2023,Abonnement,400
5/25/2023,Vol betalend,270
5/25/2023,Actie,323
5/25/2023,Accommodatie,37
5/25/2023,Scholen alleen entree,330
5/25/2023,Evenementen Scholen,0
5/25/2023,Evenementen met entree,0
5/25/2023,Groepen,0
5/25/2023,Gratis/ <3,140
5/25/2023,Abonnement,400
5/26/2023,Vol betalend,270
5/26/2023,Actie,323
5/26/2023,Accommodatie,37
5/26/2023,Scholen alleen entree,330
5/26/2023,Evenementen Scholen,0
5/26/2023,Evenementen met entree,0
5/26/2023,Groepen,0
5/26/2023,Gratis/ <3,140
5/26/2023,Abonnement,400
5/27/2023,Vol betalend,1100
5/27/2023,Actie,2140
5/27/2023,Accommodatie,160
5/27/2023,Scholen alleen entree,0
5/27/2023,Evenementen Scholen,0
5/27/2023,Evenementen met entree,0
5/27/2023,Groepen,0
5/27/2023,Gratis/ <3,400
5/27/2023,Abonnement,1200
5/28/2023,Vol betalend,1440
5/28/2023,Actie,2500
5/28/2023,Accommodatie,160
5/28/2023,Scholen alleen entree,0
5/28/2023,Evenementen Scholen,0
5/28/2023,Evenementen met entree,0
5/28/2023,Groepen,0
5/28/2023,Gratis/ <3,400
5/28/2023,Abonnement,1500
5/29/2023,Vol betalend,1440
5/29/2023,Actie,2500
5/29/2023,Accommodatie,160
5/29/2023,Scholen alleen entree,0
5/29/2023,Evenementen Scholen,0
5/29/2023,Evenementen met entree,0
5/29/2023,Groepen,0
5/29/2023,Gratis/ <3,400
5/29/2023,Abonnement,1500
5/30/2023,Vol betalend,143
5/30/2023,Actie,426
5/30/2023,Accommodatie,58
5/30/2023,Scholen alleen entree,300
5/30/2023,Evenementen Scholen,0
5/30/2023,Evenementen met entree,300
5/30/2023,Groepen,0
5/30/2023,Gratis/ <3,123
5/30/2023,Abonnement,450
5/31/2023,Vol betalend,143
5/31/2023,Actie,426
5/31/2023,Accommodatie,58
5/31/2023,Scholen alleen entree,300
5/31/2023,Evenementen Scholen,0
5/31/2023,Evenementen met entree,300
5/31/2023,Groepen,0
5/31/2023,Gratis/ <3,123
5/31/2023,Abonnement,450
6/1/2023,Vol betalend,143
6/1/2023,Actie,176
6/1/2023,Accommodatie,58
