AccessGroupId;Description;Date;NumberOfUsedEntrances
28;Entree Groepen WILDLANDS;2016-05-02;28
32;Acties Joint Promotions gesloten Overig;2016-05-02;89
30;Inkoop Overig;2016-05-02;9
31;Acties Joint Promotions open Overig;2016-05-02;175
5;Gratis;2016-05-03;300
1;Vol betalend;2016-05-03;1236
8;Abonnement;2016-05-03;972
6;Accommodatiehouder e-tickets;2016-05-03;431
21;Accommodatiehouder meerdagenpas;2016-05-03;538
19;Acties E-Ticket;2016-05-03;700
26;Entree Scholen WILDLANDS;2016-05-03;52
20;Acties Overig;2016-05-03;21
28;Entree Groepen WILDLANDS;2016-05-03;44
22;Acties Joint Promotions Open e-tickets;2016-05-03;449
29;Abonnement WILDLANDS;2016-05-03;794
27;Acties Joint Promotions gesloten e-tickets;2016-05-03;4625
31;Acties Joint Promotions open Overig;2016-05-03;164
30;Inkoop Overig;2016-05-03;63
32;Acties Joint Promotions gesloten Overig;2016-05-03;61
1;Vol betalend;2016-05-04;1299
5;Gratis;2016-05-04;286
2;Groepen;2016-05-04;110
6;Accommodatiehouder e-tickets;2016-05-04;598
20;Acties Overig;2016-05-04;20
8;Abonnement;2016-05-04;905
23;Inkoop E-tickets;2016-05-04;4
19;Acties E-Ticket;2016-05-04;940
25;Gratis Joint Promotions E-Tickets;2016-05-04;8
21;Accommodatiehouder meerdagenpas;2016-05-04;363
28;Entree Groepen WILDLANDS;2016-05-04;10
22;Acties Joint Promotions Open e-tickets;2016-05-04;432
31;Acties Joint Promotions open Overig;2016-05-04;200
24;Gratis E-Tickets;2016-05-04;1
27;Acties Joint Promotions gesloten e-tickets;2016-05-04;6077
29;Abonnement WILDLANDS;2016-05-04;756
30;Inkoop Overig;2016-05-04;19
32;Acties Joint Promotions gesloten Overig;2016-05-04;90
37;Accommodatiehouder;2016-05-04;2
1;Vol betalend;2016-05-05;2154
5;Gratis;2016-05-05;612
6;Accommodatiehouder e-tickets;2016-05-05;352
8;Abonnement;2016-05-05;1273
19;Acties E-Ticket;2016-05-05;1267
21;Accommodatiehouder meerdagenpas;2016-05-05;287
20;Acties Overig;2016-05-05;24
23;Inkoop E-tickets;2016-05-05;4
22;Acties Joint Promotions Open e-tickets;2016-05-05;586
29;Abonnement WILDLANDS;2016-05-05;1197
27;Acties Joint Promotions gesloten e-tickets;2016-05-05;6893
31;Acties Joint Promotions open Overig;2016-05-05;164
28;Entree Groepen WILDLANDS;2016-05-05;49
32;Acties Joint Promotions gesloten Overig;2016-05-05;71
30;Inkoop Overig;2016-05-05;17
5;Gratis;2016-05-06;494
1;Vol betalend;2016-05-06;1633
6;Accommodatiehouder e-tickets;2016-05-06;380
2;Groepen;2016-05-06;3
8;Abonnement;2016-05-06;695
20;Acties Overig;2016-05-06;44
19;Acties E-Ticket;2016-05-06;1099
23;Inkoop E-tickets;2016-05-06;6
21;Accommodatiehouder meerdagenpas;2016-05-06;248
25;Gratis Joint Promotions E-Tickets;2016-05-06;1
22;Acties Joint Promotions Open e-tickets;2016-05-06;521
28;Entree Groepen WILDLANDS;2016-05-06;223
27;Acties Joint Promotions gesloten e-tickets;2016-05-06;7468
31;Acties Joint Promotions open Overig;2016-05-06;190
29;Abonnement WILDLANDS;2016-05-06;718
30;Inkoop Overig;2016-05-06;59
32;Acties Joint Promotions gesloten Overig;2016-05-06;97
37;Accommodatiehouder;2016-05-06;3
1;Vol betalend;2016-05-07;918
5;Gratis;2016-05-07;420
6;Accommodatiehouder e-tickets;2016-05-07;375
8;Abonnement;2016-05-07;429
20;Acties Overig;2016-05-07;20
19;Acties E-Ticket;2016-05-07;626
22;Acties Joint Promotions Open e-tickets;2016-05-07;373
21;Accommodatiehouder meerdagenpas;2016-05-07;202
23;Inkoop E-tickets;2016-05-07;2
29;Abonnement WILDLANDS;2016-05-07;454
27;Acties Joint Promotions gesloten e-tickets;2016-05-07;3806
31;Acties Joint Promotions open Overig;2016-05-07;73
28;Entree Groepen WILDLANDS;2016-05-07;81
32;Acties Joint Promotions gesloten Overig;2016-05-07;15
30;Inkoop Overig;2016-05-07;200
5;Gratis;2016-05-08;256
1;Vol betalend;2016-05-08;667
20;Acties Overig;2016-05-08;17
6;Accommodatiehouder e-tickets;2016-05-08;220
21;Accommodatiehouder meerdagenpas;2016-05-08;91
8;Abonnement;2016-05-08;664
23;Inkoop E-tickets;2016-05-08;6
19;Acties E-Ticket;2016-05-08;483
28;Entree Groepen WILDLANDS;2016-05-08;7
22;Acties Joint Promotions Open e-tickets;2016-05-08;273
29;Abonnement WILDLANDS;2016-05-08;499
27;Acties Joint Promotions gesloten e-tickets;2016-05-08;3317
31;Acties Joint Promotions open Overig;2016-05-08;45
30;Inkoop Overig;2016-05-08;22
32;Acties Joint Promotions gesloten Overig;2016-05-08;11
1;Vol betalend;2016-05-09;317
3;Scholen;2016-05-09;73
20;Acties Overig;2016-05-09;11
5;Gratis;2016-05-09;161
22;Acties Joint Promotions Open e-tickets;2016-05-09;86
6;Accommodatiehouder e-tickets;2016-05-09;193
23;Inkoop E-tickets;2016-05-09;4
8;Abonnement;2016-05-09;463
28;Entree Groepen WILDLANDS;2016-05-09;11
19;Acties E-Ticket;2016-05-09;121
30;Inkoop Overig;2016-05-09;2
21;Accommodatiehouder meerdagenpas;2016-05-09;90
31;Acties Joint Promotions open Overig;2016-05-09;44
26;Entree Scholen WILDLANDS;2016-05-09;77
27;Acties Joint Promotions gesloten e-tickets;2016-05-09;1300
29;Abonnement WILDLANDS;2016-05-09;358
32;Acties Joint Promotions gesloten Overig;2016-05-09;8
5;Gratis;2016-05-10;217
1;Vol betalend;2016-05-10;460
20;Acties Overig;2016-05-10;16
3;Scholen;2016-05-10;406
21;Accommodatiehouder meerdagenpas;2016-05-10;135
6;Accommodatiehouder e-tickets;2016-05-10;190
23;Inkoop E-tickets;2016-05-10;2
8;Abonnement;2016-05-10;657
26;Entree Scholen WILDLANDS;2016-05-10;476
11;Vol betalend E-Ticket;2016-05-10;2
28;Entree Groepen WILDLANDS;2016-05-10;31
19;Acties E-Ticket;2016-05-10;124
29;Abonnement WILDLANDS;2016-05-10;425
22;Acties Joint Promotions Open e-tickets;2016-05-10;127
31;Acties Joint Promotions open Overig;2016-05-10;46
25;Gratis Joint Promotions E-Tickets;2016-05-10;3
27;Acties Joint Promotions gesloten e-tickets;2016-05-10;1368
30;Inkoop Overig;2016-05-10;2
32;Acties Joint Promotions gesloten Overig;2016-05-10;2
5;Gratis;2016-05-11;232
1;Vol betalend;2016-05-11;324
20;Acties Overig;2016-05-11;8
6;Accommodatiehouder e-tickets;2016-05-11;148
21;Accommodatiehouder meerdagenpas;2016-05-11;91
8;Abonnement;2016-05-11;662
23;Inkoop E-tickets;2016-05-11;2
11;Vol betalend E-Ticket;2016-05-11;21
26;Entree Scholen WILDLANDS;2016-05-11;376
19;Acties E-Ticket;2016-05-11;56
28;Entree Groepen WILDLANDS;2016-05-11;114
22;Acties Joint Promotions Open e-tickets;2016-05-11;98
29;Abonnement WILDLANDS;2016-05-11;475
27;Acties Joint Promotions gesloten e-tickets;2016-05-11;1040
31;Acties Joint Promotions open Overig;2016-05-11;42
30;Inkoop Overig;2016-05-11;19
32;Acties Joint Promotions gesloten Overig;2016-05-11;9
1;Vol betalend;2016-05-12;219
3;Scholen;2016-05-12;83
20;Acties Overig;2016-05-12;9
5;Gratis;2016-05-12;151
22;Acties Joint Promotions Open e-tickets;2016-05-12;113
6;Accommodatiehouder e-tickets;2016-05-12;77
28;Entree Groepen WILDLANDS;2016-05-12;411
8;Abonnement;2016-05-12;620
30;Inkoop Overig;2016-05-12;6
11;Vol betalend E-Ticket;2016-05-12;41
31;Acties Joint Promotions open Overig;2016-05-12;26
19;Acties E-Ticket;2016-05-12;47
21;Accommodatiehouder meerdagenpas;2016-05-12;86
24;Gratis E-Tickets;2016-05-12;3
26;Entree Scholen WILDLANDS;2016-05-12;478
27;Acties Joint Promotions gesloten e-tickets;2016-05-12;959
29;Abonnement WILDLANDS;2016-05-12;449
32;Acties Joint Promotions gesloten Overig;2016-05-12;5
1;Vol betalend;2016-05-13;362
5;Gratis;2016-05-13;225
6;Accommodatiehouder e-tickets;2016-05-13;126
8;Abonnement;2016-05-13;707
11;Vol betalend E-Ticket;2016-05-13;28
21;Accommodatiehouder meerdagenpas;2016-05-13;31
19;Acties E-Ticket;2016-05-13;29
24;Gratis E-Tickets;2016-05-13;2
20;Acties Overig;2016-05-13;4
26;Entree Scholen WILDLANDS;2016-05-13;628
22;Acties Joint Promotions Open e-tickets;2016-05-13;133
29;Abonnement WILDLANDS;2016-05-13;424
27;Acties Joint Promotions gesloten e-tickets;2016-05-13;1143
31;Acties Joint Promotions open Overig;2016-05-13;17
30;Inkoop Overig;2016-05-13;6
32;Acties Joint Promotions gesloten Overig;2016-05-13;3
1;Vol betalend;2016-05-14;506
5;Gratis;2016-05-14;319
6;Accommodatiehouder e-tickets;2016-05-14;214
20;Acties Overig;2016-05-14;14
8;Abonnement;2016-05-14;574
23;Inkoop E-tickets;2016-05-14;4
11;Vol betalend E-Ticket;2016-05-14;143
31;Acties Joint Promotions open Overig;2016-05-14;37
19;Acties E-Ticket;2016-05-14;141
21;Accommodatiehouder meerdagenpas;2016-05-14;181
22;Acties Joint Promotions Open e-tickets;2016-05-14;227
27;Acties Joint Promotions gesloten e-tickets;2016-05-14;2725
29;Abonnement WILDLANDS;2016-05-14;460
30;Inkoop Overig;2016-05-14;192
32;Acties Joint Promotions gesloten Overig;2016-05-14;32
1;Vol betalend;2016-05-15;967
5;Gratis;2016-05-15;365
6;Accommodatiehouder e-tickets;2016-05-15;386
8;Abonnement;2016-05-15;1403
20;Acties Overig;2016-05-15;12
11;Vol betalend E-Ticket;2016-05-15;182
22;Acties Joint Promotions Open e-tickets;2016-05-15;323
19;Acties E-Ticket;2016-05-15;184
23;Inkoop E-tickets;2016-05-15;3
21;Accommodatiehouder meerdagenpas;2016-05-15;93
30;Inkoop Overig;2016-05-15;34
27;Acties Joint Promotions gesloten e-tickets;2016-05-15;3630
31;Acties Joint Promotions open Overig;2016-05-15;51
29;Abonnement WILDLANDS;2016-05-15;1059
32;Acties Joint Promotions gesloten Overig;2016-05-15;19
5;Gratis;2016-05-16;466
1;Vol betalend;2016-05-16;1078
20;Acties Overig;2016-05-16;12
6;Accommodatiehouder e-tickets;2016-05-16;134
23;Inkoop E-tickets;2016-05-16;3
8;Abonnement;2016-05-16;2100
25;Gratis Joint Promotions E-Tickets;2016-05-16;2
11;Vol betalend E-Ticket;2016-05-16;238
28;Entree Groepen WILDLANDS;2016-05-16;29
19;Acties E-Ticket;2016-05-16;136
31;Acties Joint Promotions open Overig;2016-05-16;94
21;Accommodatiehouder meerdagenpas;2016-05-16;69
22;Acties Joint Promotions Open e-tickets;2016-05-16;200
27;Acties Joint Promotions gesloten e-tickets;2016-05-16;2581
29;Abonnement WILDLANDS;2016-05-16;1700
30;Inkoop Overig;2016-05-16;38
32;Acties Joint Promotions gesloten Overig;2016-05-16;9
37;Accommodatiehouder;2016-05-16;8
1;Vol betalend;2016-05-17;345
5;Gratis;2016-05-17;154
6;Accommodatiehouder e-tickets;2016-05-17;149
8;Abonnement;2016-05-17;418
20;Acties Overig;2016-05-17;4
11;Vol betalend E-Ticket;2016-05-17;108
22;Acties Joint Promotions Open e-tickets;2016-05-17;159
19;Acties E-Ticket;2016-05-17;42
23;Inkoop E-tickets;2016-05-17;3
21;Accommodatiehouder meerdagenpas;2016-05-17;53
25;Gratis Joint Promotions E-Tickets;2016-05-17;5
26;Entree Scholen WILDLANDS;2016-05-17;1130
28;Entree Groepen WILDLANDS;2016-05-17;4
27;Acties Joint Promotions gesloten e-tickets;2016-05-17;1566
30;Inkoop Overig;2016-05-17;20
29;Abonnement WILDLANDS;2016-05-17;271
31;Acties Joint Promotions open Overig;2016-05-17;38
32;Acties Joint Promotions gesloten Overig;2016-05-17;29
1;Vol betalend;2016-05-18;232
5;Gratis;2016-05-18;90
3;Scholen;2016-05-18;74
8;Abonnement;2016-05-18;396
6;Accommodatiehouder e-tickets;2016-05-18;98
20;Acties Overig;2016-05-18;8
11;Vol betalend E-Ticket;2016-05-18;32
21;Accommodatiehouder meerdagenpas;2016-05-18;43
19;Acties E-Ticket;2016-05-18;31
23;Inkoop E-tickets;2016-05-18;1
22;Acties Joint Promotions Open e-tickets;2016-05-18;64
26;Entree Scholen WILDLANDS;2016-05-18;365
27;Acties Joint Promotions gesloten e-tickets;2016-05-18;643
28;Entree Groepen WILDLANDS;2016-05-18;27
30;Inkoop Overig;2016-05-18;12
29;Abonnement WILDLANDS;2016-05-18;357
32;Acties Joint Promotions gesloten Overig;2016-05-18;1
31;Acties Joint Promotions open Overig;2016-05-18;26
3;Scholen;2016-05-19;74
1;Vol betalend;2016-05-19;226
5;Gratis;2016-05-19;58
20;Acties Overig;2016-05-19;6
6;Accommodatiehouder e-tickets;2016-05-19;96
26;Entree Scholen WILDLANDS;2016-05-19;1085
8;Abonnement;2016-05-19;280
28;Entree Groepen WILDLANDS;2016-05-19;196
11;Vol betalend E-Ticket;2016-05-19;18
31;Acties Joint Promotions open Overig;2016-05-19;26
19;Acties E-Ticket;2016-05-19;15
21;Accommodatiehouder meerdagenpas;2016-05-19;27
22;Acties Joint Promotions Open e-tickets;2016-05-19;59
27;Acties Joint Promotions gesloten e-tickets;2016-05-19;522
29;Abonnement WILDLANDS;2016-05-19;236
30;Inkoop Overig;2016-05-19;7
32;Acties Joint Promotions gesloten Overig;2016-05-19;2
1;Vol betalend;2016-05-20;184
5;Gratis;2016-05-20;137
2;Groepen;2016-05-20;5
6;Accommodatiehouder e-tickets;2016-05-20;114
20;Acties Overig;2016-05-20;21
8;Abonnement;2016-05-20;354
23;Inkoop E-tickets;2016-05-20;1
11;Vol betalend E-Ticket;2016-05-20;63
25;Gratis Joint Promotions E-Tickets;2016-05-20;2
19;Acties E-Ticket;2016-05-20;32
26;Entree Scholen WILDLANDS;2016-05-20;193
21;Accommodatiehouder meerdagenpas;2016-05-20;12
28;Entree Groepen WILDLANDS;2016-05-20;26
22;Acties Joint Promotions Open e-tickets;2016-05-20;63
31;Acties Joint Promotions open Overig;2016-05-20;15
24;Gratis E-Tickets;2016-05-20;2
27;Acties Joint Promotions gesloten e-tickets;2016-05-20;635
29;Abonnement WILDLANDS;2016-05-20;227
30;Inkoop Overig;2016-05-20;2
32;Acties Joint Promotions gesloten Overig;2016-05-20;2
37;Accommodatiehouder;2016-05-20;4
1;Vol betalend;2016-05-21;650
5;Gratis;2016-05-21;392
2;Groepen;2016-05-21;1672
6;Accommodatiehouder e-tickets;2016-05-21;316
20;Acties Overig;2016-05-21;12
8;Abonnement;2016-05-21;836
23;Inkoop E-tickets;2016-05-21;6
11;Vol betalend E-Ticket;2016-05-21;199
25;Gratis Joint Promotions E-Tickets;2016-05-21;4
19;Acties E-Ticket;2016-05-21;53
26;Entree Scholen WILDLANDS;2016-05-21;1
21;Accommodatiehouder meerdagenpas;2016-05-21;68
28;Entree Groepen WILDLANDS;2016-05-21;67
22;Acties Joint Promotions Open e-tickets;2016-05-21;238
31;Acties Joint Promotions open Overig;2016-05-21;76
27;Acties Joint Promotions gesloten e-tickets;2016-05-21;3583
29;Abonnement WILDLANDS;2016-05-21;648
30;Inkoop Overig;2016-05-21;53
32;Acties Joint Promotions gesloten Overig;2016-05-21;24
1;Vol betalend;2016-05-22;590
2;Groepen;2016-05-22;1010
6;Accommodatiehouder e-tickets;2016-05-22;71
5;Gratis;2016-05-22;483
11;Vol betalend E-Ticket;2016-05-22;149
8;Abonnement;2016-05-22;1405
19;Acties E-Ticket;2016-05-22;73
21;Accommodatiehouder meerdagenpas;2016-05-22;33
20;Acties Overig;2016-05-22;8
23;Inkoop E-tickets;2016-05-22;4
22;Acties Joint Promotions Open e-tickets;2016-05-22;178
29;Abonnement WILDLANDS;2016-05-22;1180
27;Acties Joint Promotions gesloten e-tickets;2016-05-22;3633
31;Acties Joint Promotions open Overig;2016-05-22;26
28;Entree Groepen WILDLANDS;2016-05-22;90
32;Acties Joint Promotions gesloten Overig;2016-05-22;4
30;Inkoop Overig;2016-05-22;46
37;Accommodatiehouder;2016-05-22;5
1;Vol betalend;2016-05-23;104
5;Gratis;2016-05-23;85
3;Scholen;2016-05-23;19
21;Accommodatiehouder meerdagenpas;2016-05-23;40
6;Accommodatiehouder e-tickets;2016-05-23;75
23;Inkoop E-tickets;2016-05-23;1
8;Abonnement;2016-05-23;147
26;Entree Scholen WILDLANDS;2016-05-23;787
11;Vol betalend E-Ticket;2016-05-23;25
28;Entree Groepen WILDLANDS;2016-05-23;26
22;Acties Joint Promotions Open e-tickets;2016-05-23;45
29;Abonnement WILDLANDS;2016-05-23;89
27;Acties Joint Promotions gesloten e-tickets;2016-05-23;403
31;Acties Joint Promotions open Overig;2016-05-23;11
30;Inkoop Overig;2016-05-23;21
32;Acties Joint Promotions gesloten Overig;2016-05-23;3
37;Accommodatiehouder;2016-05-23;2
1;Vol betalend;2016-05-24;230
5;Gratis;2016-05-24;127
6;Accommodatiehouder e-tickets;2016-05-24;102
8;Abonnement;2016-05-24;208
20;Acties Overig;2016-05-24;7
11;Vol betalend E-Ticket;2016-05-24;31
22;Acties Joint Promotions Open e-tickets;2016-05-24;100
19;Acties E-Ticket;2016-05-24;18
28;Entree Groepen WILDLANDS;2016-05-24;137
21;Accommodatiehouder meerdagenpas;2016-05-24;86
30;Inkoop Overig;2016-05-24;5
26;Entree Scholen WILDLANDS;2016-05-24;545
31;Acties Joint Promotions open Overig;2016-05-24;26
27;Acties Joint Promotions gesloten e-tickets;2016-05-24;651
29;Abonnement WILDLANDS;2016-05-24;138
32;Acties Joint Promotions gesloten Overig;2016-05-24;4
37;Accommodatiehouder;2016-05-24;8
1;Vol betalend;2016-05-25;351
5;Gratis;2016-05-25;212
3;Scholen;2016-05-25;165
8;Abonnement;2016-05-25;432
6;Accommodatiehouder e-tickets;2016-05-25;171
21;Accommodatiehouder meerdagenpas;2016-05-25;84
11;Vol betalend E-Ticket;2016-05-25;43
23;Inkoop E-tickets;2016-05-25;2
19;Acties E-Ticket;2016-05-25;17
26;Entree Scholen WILDLANDS;2016-05-25;417
20;Acties Overig;2016-05-25;6
28;Entree Groepen WILDLANDS;2016-05-25;110
22;Acties Joint Promotions Open e-tickets;2016-05-25;113
29;Abonnement WILDLANDS;2016-05-25;341
27;Acties Joint Promotions gesloten e-tickets;2016-05-25;960
31;Acties Joint Promotions open Overig;2016-05-25;39
30;Inkoop Overig;2016-05-25;8
37;Accommodatiehouder;2016-05-25;4
32;Acties Joint Promotions gesloten Overig;2016-05-25;1
5;Gratis;2016-05-26;194
1;Vol betalend;2016-05-26;326
8;Abonnement;2016-05-26;355
6;Accommodatiehouder e-tickets;2016-05-26;155
11;Vol betalend E-Ticket;2016-05-26;60
20;Acties Overig;2016-05-26;4
19;Acties E-Ticket;2016-05-26;2
22;Acties Joint Promotions Open e-tickets;2016-05-26;64
21;Accommodatiehouder meerdagenpas;2016-05-26;74
28;Entree Groepen WILDLANDS;2016-05-26;6
26;Entree Scholen WILDLANDS;2016-05-26;649
30;Inkoop Overig;2016-05-26;2
27;Acties Joint Promotions gesloten e-tickets;2016-05-26;837
31;Acties Joint Promotions open Overig;2016-05-26;35
29;Abonnement WILDLANDS;2016-05-26;254
32;Acties Joint Promotions gesloten Overig;2016-05-26;2
37;Accommodatiehouder;2016-05-26;6
1;Vol betalend;2016-05-27;293
5;Gratis;2016-05-27;210
3;Scholen;2016-05-27;7
8;Abonnement;2016-05-27;554
6;Accommodatiehouder e-tickets;2016-05-27;195
21;Accommodatiehouder meerdagenpas;2016-05-27;51
11;Vol betalend E-Ticket;2016-05-27;60
23;Inkoop E-tickets;2016-05-27;7
19;Acties E-Ticket;2016-05-27;24
26;Entree Scholen WILDLANDS;2016-05-27;348
20;Acties Overig;2016-05-27;12
29;Abonnement WILDLANDS;2016-05-27;436
22;Acties Joint Promotions Open e-tickets;2016-05-27;91
31;Acties Joint Promotions open Overig;2016-05-27;6
25;Gratis Joint Promotions E-Tickets;2016-05-27;2
32;Acties Joint Promotions gesloten Overig;2016-05-27;5
27;Acties Joint Promotions gesloten e-tickets;2016-05-27;963
28;Entree Groepen WILDLANDS;2016-05-27;59
30;Inkoop Overig;2016-05-27;7
2;Groepen;2016-05-28;47
1;Vol betalend;2016-05-28;543
20;Acties Overig;2016-05-28;6
3;Scholen;2016-05-28;44
23;Inkoop E-tickets;2016-05-28;17
5;Gratis;2016-05-28;385
26;Entree Scholen WILDLANDS;2016-05-28;9
6;Accommodatiehouder e-tickets;2016-05-28;321
28;Entree Groepen WILDLANDS;2016-05-28;548
8;Abonnement;2016-05-28;688
31;Acties Joint Promotions open Overig;2016-05-28;35
11;Vol betalend E-Ticket;2016-05-28;278
19;Acties E-Ticket;2016-05-28;47
21;Accommodatiehouder meerdagenpas;2016-05-28;90
22;Acties Joint Promotions Open e-tickets;2016-05-28;384
27;Acties Joint Promotions gesloten e-tickets;2016-05-28;3638
29;Abonnement WILDLANDS;2016-05-28;602
30;Inkoop Overig;2016-05-28;412
32;Acties Joint Promotions gesloten Overig;2016-05-28;10
37;Accommodatiehouder;2016-05-28;7
1;Vol betalend;2016-05-29;734
2;Groepen;2016-05-29;102
6;Accommodatiehouder e-tickets;2016-05-29;136
5;Gratis;2016-05-29;448
20;Acties Overig;2016-05-29;9
8;Abonnement;2016-05-29;1306
22;Acties Joint Promotions Open e-tickets;2016-05-29;193
11;Vol betalend E-Ticket;2016-05-29;206
25;Gratis Joint Promotions E-Tickets;2016-05-29;7
19;Acties E-Ticket;2016-05-29;50
27;Acties Joint Promotions gesloten e-tickets;2016-05-29;3857
21;Accommodatiehouder meerdagenpas;2016-05-29;37
28;Entree Groepen WILDLANDS;2016-05-29;72
23;Inkoop E-tickets;2016-05-29;6
30;Inkoop Overig;2016-05-29;178
29;Abonnement WILDLANDS;2016-05-29;1244
31;Acties Joint Promotions open Overig;2016-05-29;39
32;Acties Joint Promotions gesloten Overig;2016-05-29;28
37;Accommodatiehouder;2016-05-29;2
1;Vol betalend;2016-05-30;174
3;Scholen;2016-05-30;137
20;Acties Overig;2016-05-30;14
5;Gratis;2016-05-30;134
26;Entree Scholen WILDLANDS;2016-05-30;1278
6;Accommodatiehouder e-tickets;2016-05-30;220
28;Entree Groepen WILDLANDS;2016-05-30;10
8;Abonnement;2016-05-30;244
